"MODEL(모델명)","SERIAL(시리얼)","PM25(초미세먼지)","PM10(미세먼지)","TEMP(기온)","HUMI(상대습도)","WIND_DIRE(풍향)","WIND_SPEED(풍속)","GUST_DIRE(돌풍 풍향)","GUST_SPEED(돌풍 풍속)","INTE_ILLU(조도)","ULTRA_RAYS(자외선)","NOISE(소음)","VIBR_X(진동x)","VIBR_Y(진동y)","VIBR_Z(진동z)","VIBR_X_MAX(진동x 최대)","VIBR_Y_MAX(진동y 최대)","VIBR_Z_MAX(진동z 최대)","EFFE_TEMP(흑구 온도)","PM25_STD(초미세먼지 보정)","PM10_STD(미세먼지 보정)","REG_DATE(측정시간)","CARBON_MONO(일산화탄소)","NITROGEN_DIO(이산화질소)","SULFUR_DIO(이산화황)","AMMONIA(암모니아)","HYDROGEN_SULF(황화수소)","OZONE(오존)","DB_DATE(등록일시)"
"SDOT001","V02Q1940701",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:04"
"SDOT001","V02Q1940835",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:04"
"SDOT001","V02Q1940285",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:04"
"SDOT001","V02Q1940715",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:05"
"SDOT001","V02Q1940953",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:05"
"SDOT001","OC3CL200117",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:05"
"SDOT001","V02Q1940579",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:05"
"SDOT001","V02Q1940107",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:05"
"SDOT001","V02Q1940417",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:05"
"SDOT001","V02Q1940057",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:05"
"SDOT001","V02Q1940475",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:06"
"SDOT001","V02Q1940889",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:06"
"SDOT001","V02Q1940477",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:06"
"SDOT001","OC3CL200177",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:06"
"SDOT001","V02Q1940593",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:06"
"SDOT001","V02Q1940297",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:06"
"SDOT001","OC3CL200179",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940089",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","OC3CL200057",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940353",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940837",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940597",999,999,99.9,99,,,,,99999,9.9,,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940233",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940537",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940111",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940839",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940535",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940119",999,999,99.9,99,,,,,99999,9.9,,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940465",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:07"
"SDOT001","V02Q1940651",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:08"
"SDOT001","V02Q1940831",999,999,99.9,99,999.9,9.9,999,99.9,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:08"
"SDOT001","V02Q1940479",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:08"
"SDOT001","V02Q1940051",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:08"
"SDOT001","V02Q1940059",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:08"
"SDOT001","V02Q1940707",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:08"
"SDOT001","V02Q1940659",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:08"
"SDOT001","V02Q1940239",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:08"
"SDOT001","OC3CL200059",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:08"
"SDOT001","V02Q1940411",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:09"
"SDOT001","OC3CL200031",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:09"
"SDOT001","V02Q1940657",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:09"
"SDOT001","V02Q1940647",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:10"
"SDOT001","V02Q1940299",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:10"
"SDOT001","V02Q1940177",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:10"
"SDOT001","V02Q1940117",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:10"
"SDOT001","V02Q1940649",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:10"
"SDOT001","V02Q1940359",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:10"
"SDOT001","V02Q1940357",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:10"
"SDOT001","OC3CL200053",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:10"
"SDOT001","V02Q1940777",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:11"
"SDOT001","V02Q1940833",999,999,99.9,99,999.9,9.9,999,99.9,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:11"
"SDOT001","V02Q1940173",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:11"
"SDOT001","V02Q1940175",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:11"
"SDOT001","V02Q1940771",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:11"
"SDOT001","V02Q1940113",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:12"
"SDOT001","V02Q1940237",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:12"
"SDOT001","V02Q1940775",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:12"
"SDOT001","V02Q1940773",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:12"
"SDOT001","V02Q1940599",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:12"
"SDOT001","V02Q1940355",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:12"
"SDOT001","V02Q1940779",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:13"
"SDOT001","V02Q1940655",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:13"
"SDOT001","V02Q1940231",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:13"
"SDOT001","V02Q1940829",,,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,,,"202103010000",,,,,,,"2021-03-01 00:00:13"
"SDOT001","V02Q1940533",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:13"
"SDOT001","V02Q1940109",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:14"
"SDOT001","V02Q1940469",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:14"
"SDOT001","V02Q1940295",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:14"
"SDOT001","V02Q1940115",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:15"
"SDOT001","V02Q1940717",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:15"
"SDOT001","V02Q1940419",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:16"
"SDOT001","V02Q1940719",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:16"
"SDOT001","OC3CL200119",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:16"
"SDOT001","V02Q1940539",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:16"
"SDOT001","V02Q1940235",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:16"
"SDOT001","V02Q1940179",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:16"
"SDOT001","OC3CL200219",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:17"
"SDOT001","V02Q1941015",999,999,99.9,99,,,,,,,,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:22"
"SDOT001","V02Q1940337",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:22"
"SDOT001","V02Q1940616",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:24"
"SDOT001","OC3CL200136",999,999,99.9,99,999.9,9.9,999,99.9,,,99,,,,,,,,999,999,"202103010000",,,,9.999,9.999,,"2021-03-01 00:00:24"
"SDOT001","V02Q1940316",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:25"
"SDOT001","V02Q1940496",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:25"
"SDOT001","OC3CL200196",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:25"
"SDOT001","V02Q1940136",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:26"
"SDOT001","OC3CL200078",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:26"
"SDOT001","V02Q1940256",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:26"
"SDOT001","V02Q1940556",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:26"
"SDOT001","V02Q1940076",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:26"
"SDOT001","V02Q1940678",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:26"
"SDOT001","V02Q1940436",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:26"
"SDOT001","OC3CL200198",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:26"
"SDOT001","OC3CL200138",999,999,99.9,99,999.9,9.9,999,99.9,,,99,,,,,,,,999,999,"202103010000",,,,9.999,9.999,,"2021-03-01 00:00:27"
"SDOT001","OC3CL200018",999,999,99.9,99,,,,,,9.9,99,,,,,,,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:27"
"SDOT001","V02Q1940558",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:27"
"SDOT001","V02Q1940736",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:27"
"SDOT001","V02Q1940078",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:27"
"SDOT001","V02Q1940240",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:27"
"SDOT001","V02Q1940618",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:27"
"SDOT001","OC3CL200180",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:28"
"SDOT001","OC3CL200200",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:28"
"SDOT001","V02Q1940180",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:28"
"SDOT001","V02Q1940796",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:28"
"SDOT001","V02Q1940660",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:28"
"SDOT001","OC3CL200076",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:28"
"SDOT001","V02Q1940600",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:28"
"SDOT001","V02Q1940800",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","V02Q1940500",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","V02Q1940300",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","V02Q1940802",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","V02Q1940080",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","OC3CL200016",999,999,99.9,99,,,,,,9.9,99,,,,,,,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","V02Q1940680",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","OC3CL200020",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","V02Q1940860",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","V02Q1940713",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:29"
"SDOT001","OC3CL200060",999,999,99.9,99,,,,,99999,9.9,99,,,,,,,,999,999,"202103010000",,,,9.999,9.999,,"2021-03-01 00:00:29"
"SDOT001","OC3CL200140",999,999,99.9,99,999.9,9.9,999,99.9,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940140",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940380",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","OC3CL200022",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940320",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940780",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","OC3CL200202",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940360",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940620",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940060",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940362",999,999,99.9,99,,,,,99999,9.9,,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940440",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","V02Q1940062",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
